id,menu,price1,price2
coffee,아메리카노,3.0,3.5
coffee,카페라떼,3.5,4.0
coffee,카라멜마끼야또,4.0,4.5
noncoffee,초코라떼,3.5,4.0
noncoffee,미숫가루라떼,3.5,4.0
noncoffee,유자차,3.5,4.0
noncoffee,자몽차,3.5,4.0
noncoffee,생강차,3.5,4.0
